"asn","name","source"
270991,"NAVEGAWEB TELECOMUNICACOES","PeeringDB"
270992,"SAMUEL BARROS COMUNICACAO MULTIMIDIA SCM","PeeringDB"
270993,"edilde menezes noronha","DB-IP"
270994,"LeoMax Telecom","PeeringDB"
270995,"Adelina de Sousa Silva Ferreira","PeeringDB"
270996,"LINK PRIME TECNOLOGIA","DB-IP"
270997,"LRM INTERNET","PeeringDB"
270998,"Gehling & Mulling Ltda","DB-IP"
270999,"INFONET RIO","PeeringDB"
271000,"MM NET","DB-IP"
271001,"Yepnet Tecnologia","PeeringDB"
271002,"TURBO NET TELECOMUNICAÇÕES","DB-IP"
271003,"MARILETE PEREIRA DOS SANTOS","DB-IP"
271004,"NETSKY PROVEDOR DE INTERNET LTDA","DB-IP"
271005,"K P SILVA TELECOM","DB-IP"
271006,"INTERATIVA TELECOMUNICAÇÕES","PeeringDB"
271007,"FRANCINE TALLIS LOURENZONI RIBEIRO INFORMATICA","PeeringDB"
271008,"RSCONNECTION TELECOM COMERCIO E SERVIÇO","PeeringDB"
271009,"TGS MUNIZ TELECOM EIRELI","DB-IP"
271010,"L P FONSECA COMUNICACOES - ME","PeeringDB"
271011,"SpedyNet Telecom","PeeringDB"
271012,"GSMNET TELECOMUNICAÇÕES E INSTALAÇÃO ELÉTRICA LTDA","DB-IP"
271013,"MP NET TELECOM","DB-IP"
271014,"MDN Network","PeeringDB"
271015,"NET LESSA SERVICOS","DB-IP"
271016,"G NETWEB TELECOM","PeeringDB"
271017,"AMAZONFIBER SERVICOS DE COMUNICACAO","PeeringDB"
271018,"Alexandre B. de Souza","PeeringDB"
271019,"GIGA NET INFORMATICA LTDA","DB-IP"
271020,"Adrianópolis Solução Tecnologica","PeeringDB"
271021,"SOFTNET COMUNICAÇÕES EIRELI","DB-IP"
271022,"UNIKA ISP SERVICOS DE COMUNICACAO","PeeringDB"
271023,"Tera Soluções","PeeringDB"
271024,"WLNET TELECON","PeeringDB"
271025,"FLASHNET PROVEDOR","PeeringDB"
271026,"DANILO ANOENA DA COSTA MENINO EIRELI","DB-IP"
271027,"SUL TELECOMUNICACOES DO BRASIL LTDA","DB-IP"
271028,"LASERNET TELECOM","DB-IP"
271029,"Estado de Roraima","DB-IP"
271030,"RICHARDDYSON DE SOUSA MORAIS - ME","DB-IP"
271031,"PTI TELECOMUNICAÇÕES EIRELI","DB-IP"
271032,"ATS Telecom","DB-IP"
271033,"FLAY NET TELECOM","PeeringDB"
271034,"GM Telecom LTDA","DB-IP"
271035,"LOTUS INTERNET","DB-IP"
271036,"WELTON RODRIGUES VAZ","DB-IP"
271037,"SL7 TELECOMUNICACOES - EIRELI","DB-IP"
271038,"Mega Turbo Internet Banda Larga Telecom LTDA","DB-IP"
271039,"Luiz Carlos Garcia & Garcia LTDA - ME","DB-IP"
271040,"LIGA SERVICOS EM TELECOMUNICACOES LTDA","DB-IP"
271041,"NOVANET PROVEDORA DE INTERNET LTDA ME","DB-IP"
271042,"BOT INTERNET E SERVICOS DE TELECOMUNICACOES","PeeringDB"
271043,"SFL TELECOMUNICACOES EIRELI","DB-IP"
271045,"Localnet Banda Larga","PeeringDB"
271046,"Ednet Soluções","PeeringDB"
271047,"PROCURADORIA GERAL DE JUSTICA DO AMAZONAS - MPAM","PeeringDB"
271048,"DegaHosting Informatica Ltda - ME","DB-IP"
271049,"Rede EXS Telecomunicacoes","PeeringDB"
271051,"EDMILSON SALES BEZERRA","PeeringDB"
271052,"UBYGIGA TELECOM LTDA","DB-IP"
271053,"POWERNET TELECOMUNICACOES","PeeringDB"
271054,"CL TELECOM","DB-IP"
271055,"LUCAS DE SOUZA SILVA","DB-IP"
271056,"CLEANY PEREIRA DOS SANTOS","DB-IP"
271057,"FIBERLINK TELECOM LTDA","DB-IP"
271058,"BLOG COMERCIO DE ARTIGOS DE INFORMATICA","PeeringDB"
271059,"R3 Network Servicos De Internet Ltda","DB-IP"
271060,"INOVAIP TELECOM LTDA","DB-IP"
271061,"NETLINKPE.INFO","PeeringDB"
271062,"RL MultiFibra Internet","DB-IP"
271063,"GF WEB TELECOM","DB-IP"
271064,"POWERFLIX TELECOM","PeeringDB"
271065,"MILHANET","PeeringDB"
271066,"AB NET TELECOM","DB-IP"
271067,"Villaggionet Telecomunicacoes","PeeringDB"
271068,"Rede Free - Internet Wi-fi","PeeringDB"
271069,"A4 TELECOM","PeeringDB"
271070,"Ailson Tavares","DB-IP"
271071,"NAVEGAI SERVICOS DE TELECOMUNICACOES E INFORMATICA","DB-IP"
271072,"ULTRAFIBRA NET REPRESENTACOES TELECOM EIRELI","PeeringDB"
271073,"MORAES NET TELECOMUNICACOES - EIRELI","PeeringDB"
271074,"Brasil Fibra Internet","PeeringDB"
271075,"fibernet wv servicos telecom ltda","DB-IP"
271076,"ILKACY MOREIRA DE JESUS","DB-IP"
271077,"HFG TELECOMUNICACOES","PeeringDB"
271078,"VEM Tecnologia em Informática Ltda","PeeringDB"
271079,"Asa-Sannres Telecom Ltda-ME","DB-IP"
271080,"LEANDRO DINIZ DA COSTA","PeeringDB"
271082,"DIGITAL NET TELECOM LTDA","DB-IP"
271083,"TurboNet Provedor de Internet","DB-IP"
271084,"TRYMNET PROVEDOR","PeeringDB"
271085,"Mega Rede Provedores de Acesso Ltda","DB-IP"
271086,"J. R. F. DOS SANTOS TELECOM - ME","PeeringDB"
271087,"LIGANETT TELECOMUNICAÇÕES LTDA","DB-IP"
271088,"MGN TELECOM","DB-IP"
271089,"SKYNEXT TELECOM LTDA","DB-IP"
271090,"STONE NET","PeeringDB"
271091,"BEN TELECOM","DB-IP"
271092,"WORLDNET SERVICOS DE TELECOMUNICACAO LTDA","PeeringDB"
271093,"G J Alves","DB-IP"
271094,"Soluti Fibra Telecomunicações Ltda","DB-IP"
271095,"SB NTERNET","PeeringDB"
271096,"Adilo Rodrigues de Souza","DB-IP"
271097,"RB REDES E SERVIÇOS DE PROVEDORES DE ACESSO EIRELI","PeeringDB"
271098,"LINKS INFORMATICA E TELECOM LTDA","DB-IP"
271099,"N.K. FIBER LINK LTDA","PeeringDB"
271100,"One Two Servicos Ltda - ME","DB-IP"
271101,"Comunick Telecom","PeeringDB"
271102,"MASTER LINK NET","PeeringDB"
271103,"Antonio Weslley Ximenes Farias EIRELI","DB-IP"
271104,"SN TELECON LTDA","DB-IP"
271105,"Kadim Connect Telecominicacao LTDA - ME","DB-IP"
271106,"MEC SOLUTION LTDA ME","DB-IP"
271107,"Instituto Federal do Tocantins","PeeringDB"
271108,"HBA TELECOM","PeeringDB"
271109,"ITZ COM E SERV INFORMATICA EIRELI","DB-IP"
271110,"LEWITEL TELECOM","PeeringDB"
271111,"NET7 PROVEDOR DE INTERNET","DB-IP"
271112,"Safe Connect Telecomunicacoes","PeeringDB"
271113,"CARNAUBANET LTDA","DB-IP"
271114,"GLOBAL LINK TECNOLOGIA","PeeringDB"
271115,"FIBRADOS WEB TELECOMUNICAÇOES LTDA","DB-IP"
271116,"DTS TELECOMUNICAÇÕES","PeeringDB"
271117,"Ultranet Ipava Telecom Ltda","PeeringDB"
271118,"RRG TELECOM LTDA","DB-IP"
271119,"LIBRE TELECOM EIRELI","DB-IP"
271120,"INFONET Conect","PeeringDB"
271121,"Sp Link Provedor de Internet LTDA","DB-IP"
271122,"CONVEXPERT BRASIL SOLUÇÕES EM TECNOLOGIA","PeeringDB"
271123,"MAGICNET TELECOM EIRELI ME","PeeringDB"
271124,"Jsm da Silva me","DB-IP"
271125,"COMBO BRASIL INFORMATICA LTDA","PeeringDB"
271126,"GLEIBSON DOS SANTOS ALVES DE SA","DB-IP"
271127,"infonet comercio de informatica ltda me","DB-IP"
271128,"FAST WEB","PeeringDB"
271129,"Rt Comunicações LTDA","DB-IP"
271130,"WABA PROVEDOR DE INTERNET","PeeringDB"
271131,"Giga Sul Telecom","PeeringDB"
271132,"IDM PROVEDOR DE INTERNET EIRELI","PeeringDB"
271133,"M & A tecnologia e Transportes","DB-IP"
271134,"SS TELECOMUNICACOES EIRELI","PeeringDB"
271135,"JOSENILDO FERREIRA DO NASCIMENTO","PeeringDB"
271136,"ACK TELECOMUNICACOES LTDA ­ ME","PeeringDB"
271137,"diego fernando sales feitosa","DB-IP"
271138,"GR FAST NET TELECOMUNICACOES","DB-IP"
271139,"CAMILO & BASILI LTDA","DB-IP"
271140,"EA GOMES SERVICOS DE COMUNICACAO","PeeringDB"
271142,"LL TELECOMUNICACOES EIRELI","DB-IP"
271143,"F.N DE JESUS SILVA","DB-IP"
271144,"Ademir Ferreira informática me","DB-IP"
271145,"PIAUI CONECTADO","PeeringDB"
271146,"OESTE SERVICOS DE INTERNET","PeeringDB"
271147,"KERO NET PROVEDOR DE INTERNET EIRELI","DB-IP"
271148,"NEXTALL","PeeringDB"
271149,"K. R. VIOTO","PeeringDB"
271150,"MC DA SILVA FOX TELECOM","PeeringDB"
271151,"R. Domingos ME","DB-IP"
271152,"BRUNO SAVI GONCALVES","DB-IP"
271153,"IRIDIUM ENGENHARIA","PeeringDB"
271154,"IHG SERVICOS TELECOM","DB-IP"
271155,"NOG TELECOMUNICAÇÕES","PeeringDB"
271156,"MEPLO EMPREENDIMENTOS TECNOLOGICOS LTDA","DB-IP"
271157,"SECURE SERVICE IT TEC DA INF LTDA","DB-IP"
271158,"HDC TELECOM LINK DEDICADO FIBRA ÓPTICA TV E TELE","PeeringDB"
271159,"MUNDIAL NET LTDA","PeeringDB"
271160,"CONNECT FIBRA SERVICOS DE TELECOMUNICACAO","PeeringDB"
271161,"ALCANTARA SERVIÇOS DE TELECOMUNICAÇÕES - EIRELI","DB-IP"
271162,"MEGA JLA SERVICOS DE TELECOMUNICACOES LTDA","DB-IP"
271163,"RJ CONNECT SERVICOS DE TELECOMUNICACÕES EIRELI","DB-IP"
271164,"Hnet Telecom","DB-IP"
271165,"SKYNETLINK COMERCE & SERVICE EIRELI","DB-IP"
271166,"You Telecom Provedor de Internet Ltda","DB-IP"
271167,"CASA DE SAUDE SAO BERNARDO S/A","DB-IP"
271168,"JJ DOS SANTOS SERVIÇO DE COMUNICAÇÃO ME","DB-IP"
271169,"Netline Telecom","PeeringDB"
271170,"LEVNET TELECOM E INFORMATICA LTDA","PeeringDB"
271171,"Mercodata Engenharia de Sistemas Ltda","DB-IP"
271172,"Megalink Servico de Comunicacao Multimidia Scm Lt","PeeringDB"
271173,"DDDNET SERVIÇOS DE COMUNICAÇÃO LTDA","DB-IP"
271175,"ARACAGYNET","PeeringDB"
271176,"Christopher Eduardo Fistarol ME","DB-IP"
271177,"Al mNet Solutions","PeeringDB"
271178,"MCV SOUSA ME","DB-IP"
271179,"OLIVEIRA & CARVALHO COMUNICACAO E MULTIMIDIA LTDA","DB-IP"
271180,"3XDATA TECNOLOGIA LTDA","PeeringDB"
271181,"Whnet Telecom Servicos de Telecomunicacoes LTDA","PeeringDB"
271182,"SEGNET TELECOMUNICACOES LTDA","DB-IP"
271183,"DIGITAL TERRA ROXA INTERNET EIRELI","PeeringDB"
271184,"Link Ponto Com Telecom Eireli","PeeringDB"
271185,"BRTELE TECNOLOGIA","PeeringDB"
271186,"EUNAPOLIS TELECOM LTDA","DB-IP"
271187,"Garbin Center Informatica Ltda Me","DB-IP"
271188,"VOCALNET TELECOMUNICAÇÕES EIRELI - ME","DB-IP"
271189,"Javas Telecom Network","PeeringDB"
271190,"DSW SERVICO DE COMUNICACAO MULTIMIDIA EIRELI","PeeringDB"
271191,"QUALITY TELECOMUNICACOES LTDA","DB-IP"
271192,"Acess.Net Telecomunicacoes","PeeringDB"
271193,"Meganet Telecomumicacoes Ltda","DB-IP"
271194,"online telecomunicações eirele","PeeringDB"
271195,"WESTTELECOM INTERNET","PeeringDB"
271196,"GS TELECOM","DB-IP"
271197,"J. R. DOS SANTOS SERVIÇOS DE COMUNICAÇAO","DB-IP"
271198,"SETI - SERVICOS DE TECNOLOGIA E INTERNET LTDA","DB-IP"
271199,"MULTNET TELECOM LTDA","DB-IP"
271200,"Upline Telecom","PeeringDB"
271201,"Vianet Telecomunicações","PeeringDB"
271202,"NavegNet Telecom","DB-IP"
271203,"CampoNet","PeeringDB"
271204,"STREET RECIFE SERVICO DE COMUNICACAO LTDA","PeeringDB"
271205,"MEGA FIBRA INFINITY LTDA","DB-IP"
271206,"Ch Informatica Ltda","DB-IP"
271207,"LINK FAST TELECOMUNICACOES DO BRASIL LTDA","DB-IP"
271208,"Perfect Net Tecnologia E Telecomunicacoes","PeeringDB"
271209,"Evolution Tecnologia","PeeringDB"
271210,"G Turbo Telecom Servicos de Internet","PeeringDB"
271211,"SIVAL SILVA ARAUJO - DNET","DB-IP"
271212,"RL Connect Telecomunicacao LTDA","DB-IP"
271213,"TRIBUNAL DE JUSTICA DO ESTADO DO AMAPA","DB-IP"
271214,"INFORSUPER COMERCIO E SERVICOS EM INFORMATICA LTDA","PeeringDB"
271215,"CAIQUE ALMEIDA SILVA - ME","PeeringDB"
271216,"C Sanches de Souza","DB-IP"
271217,"Nova Info Internet e Telecomunicações","PeeringDB"
271218,"AL TELECOM - TELECOMUNICAÇÕES LTDA","DB-IP"
271219,"T & T connect Telecomunicações","DB-IP"
271220,"CLICK INTERNET","PeeringDB"
271222,"E.C.E BANDA LARGA TELECOMUNICAÇÕES LTDA - ME","DB-IP"
271223,"Allword Telecom","DB-IP"
271224,"CONNECT TELECOMUNICACOES FIBRA OPTICA LTDA","DB-IP"
271225,"GAV TELECOM SERVICOS DE TELECOMUNICACAO LTDA - ME","PeeringDB"
271226,"G4 TELECOM LTDA","PeeringDB"
271227,"TICWAY SOLUÇÕES EM TECNOLOGIA LTDA","DB-IP"
271228,"WEB HOUSE","PeeringDB"
271229,"AMX INTERNET FIBRA ÓPTICA","PeeringDB"
271230,"FOX SERVICOS DE COMUNICACAO MULTIMIDIA LTDA","DB-IP"
271231,"J. S. dos Santos Junior Comunicações ME","DB-IP"
271232,"Saphir","PeeringDB"
271233,"Souzanet","PeeringDB"
271234,"WorldConect telecom","PeeringDB"
271235,"Orbix Telecom LTDA ME","PeeringDB"
271236,"Suanet Telecom","PeeringDB"
271237,"MAXXLINK TELECOMUNICAÇÕES","PeeringDB"
271238,"SÃO PAULO NET TELECOMUNICACAO EIRELI ME","DB-IP"
271239,"Altatech Soluções em Tecnologia EIRELI","DB-IP"
271240,"PIXEL INTERNET E TELECOMUNICACOES EIRELI","PeeringDB"
271241,"Fbnet Telecom","DB-IP"
271242,"DYNAMICS TELECOM EIRELI","PeeringDB"
271243,"Bio Telecom","PeeringDB"
271244,"FORTINET TELECOMUNICACOES","PeeringDB"
271245,"Yauh Telecom Provedores","DB-IP"
271246,"MINISTÉRIO PÚBLICO DO ESTADO DE SANTA CATARINA","DB-IP"
271247,"RS Sul Telecomunicações","PeeringDB"
271248,"MYNETS SERVICOS DE COMUNICACAO LTDA","DB-IP"
271249,"V BORGES RIBEIRO EIRELI","PeeringDB"
271250,"TOP INFORMATICA TELECON LTDA","DB-IP"
271251,"LAR NET TELECOMUNICAÇÕES LTDA","DB-IP"
271252,"BHNET FIBRA TELECOMUNICACOES LTDA","DB-IP"
271253,"LINK BRASIL TELECOMUNICACOES","PeeringDB"
271254,"ME TELECOM SERVIÇOS DE INTERNET LTDA","PeeringDB"
271255,"XRNET TELECOMUNICACOES LTDA","PeeringDB"
271256,"Addit Servicos e Consultoria de Informatica","PeeringDB"
271257,"RODRIGO SANTINELLI DE LIMA","PeeringDB"
271258,"ERICK TELECOM","PeeringDB"
271259,"JOTTANET SERVICOS DE INTERNET E INFORMATICA EIRELI","PeeringDB"
271260,"MYCONNECT SERVICOS DE TELECOMUNICACAO LTDA","DB-IP"
271261,"CAIO DE OLIVEIRA LIMA - ME","DB-IP"
271262,"COMETAFIBER SERVICOS DE INTERNET LTDA","DB-IP"
271263,"GILEADE TELECOMUNICACOES E MULTIMIDIA","PeeringDB"
271264,"J S BARRETO COMERCIO E SERVIÇO DE INFORMÁTICA ME","DB-IP"
271265,"TUDO ON TELECOMUNICACOES","DB-IP"
271266,"CelNets Telecom Fiber","DB-IP"
271267,"Vision Connect Telecomunicaçoes Ltda Me","DB-IP"
271268,"Zeus Automação e Elétrica Eireli","DB-IP"
271269,"Mais Net Soluções em Telecomunicações","DB-IP"
271270,"Costa Net","DB-IP"
271271,"AGS TELECOM LTDA ME","DB-IP"
271272,"REDE W10 - PROVEDOR DE INTERNET","PeeringDB"
271273,"NET FORT Telecom","PeeringDB"
271274,"CLICKCEDRO PROVEDOR DE INTERNET","DB-IP"
271276,"K C C MATIAS-ME","DB-IP"
271277,"GIGAMAIS TELECOM","DB-IP"
271278,"A B OLIVEIRA TELECOMUNICACAO E INFORMARTICA","DB-IP"
271279,"RADIONET PROVEDOR DE TELECOMUNICACAO LTDA","DB-IP"
271280,"GOLD FIBER TELECOM","DB-IP"
271281,"Ainet internet eamp;informatica ltda","DB-IP"
271282,"CONNECTA FIBRA PROVEDOR DE INTERNET EIRELI","PeeringDB"
271283,"GNS POA","PeeringDB"
271284,"MP TELECOMUNICACOES EIRELI","PeeringDB"
271285,"MG TELECOM","PeeringDB"
271286,"NET TELECOM COMUNICAÇOES EIRELI","DB-IP"
271287,"Intercom Informática LTDA ME","DB-IP"
271288,"AULOI INFORMATICA TELECOM","PeeringDB"
271289,"Foxell Telecom Serviços de Telecomunicação","PeeringDB"
271290,"Alciole Telecom","DB-IP"
271291,"C. M. A. RIBEIRO","PeeringDB"
271292,"D G DA ROCHA NETO","DB-IP"
271293,"Navenet Informatica Ltda","DB-IP"
271294,"CIDADEI SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA LTDA ME","DB-IP"
271295,"Blink Telecom","DB-IP"
271296,"Ultralink Banda Larga","PeeringDB"
271297,"NETZONE SERVICOS E TECNOLOGIA EIRELI","DB-IP"
271298,"Oaris Network","PeeringDB"
271299,"Portal Timbiras Eireli","DB-IP"
271300,"LOGIN PROVEDOR DE INTERNET","PeeringDB"
271301,"GELINK TELECOM","PeeringDB"
271302,"FRVC INTERNET EIRELLI","DB-IP"
271303,"BRAYO","PeeringDB"
271304,"A.M.S DO NASCIMENTO CONECT.COM","PeeringDB"
271305,"TRX NET SERVICOS DE COMUNICACAO MULTIMIDIA","PeeringDB"
271306,"F ROMARIO GOMES DA SILVA","DB-IP"
271307,"ZETTA TELECOMUNICACOES E SERVICOS","PeeringDB"
271308,"FRANCISCO EDSON LIMA BRASILEIRO","DB-IP"
271309,"ASA NET TELECOM","PeeringDB"
271310,"JOEL GRUCHOVSKI","PeeringDB"
271311,"UPNET SOLUCOES E TECNOLOGIA EIRELI","DB-IP"
271312,"Trindade e Caldas","PeeringDB"
271313,"Ricardo Grassi Sacramento","PeeringDB"
271314,"JECTIX TELECOM","DB-IP"
271315,"Netfusion","PeeringDB"
271316,"LP CONECTA SERVIÇO DE INTERNET","DB-IP"
271317,"FORTI COMERCIO E TECNOLOGIA LTDA","DB-IP"
271318,"MEGA FIBERLINK","DB-IP"
271319,"PLUSNET BRASIL DIGITAL PROVEDOR DE INTERNET LTDA","DB-IP"
271320,"CONEX PROVEDOR","PeeringDB"
271321,"Unique Data Center","DB-IP"
271322,"WEEX TELECOM","PeeringDB"
271323,"CONNECT TELECOM","DB-IP"
271324,"Ledyvanha Meneses Alencar","PeeringDB"
271325,"LACKNET SERVIÇOS DE TELECOMUNICAÇÕES","PeeringDB"
271326,"P3 SERVIÇOS DE TELECOMUNICAÇÃO LTDA","PeeringDB"
271327,"BEM MAIS SERVIÇOS DE TELECOMUNICAÇÕES","PeeringDB"
271328,"TURBO NET","PeeringDB"
271329,"M F A PROVEDOR DE INTERNET ISP TUTOIA LTDA","PeeringDB"
271330,"Dide telecomunicações Ltda","PeeringDB"
271331,"MASTER CONNECT","DB-IP"
271332,"MS NET","DB-IP"
271333,"matos telecomunicacoes","PeeringDB"
271334,"JOSE IVANALDO DE SOUSA TELECOMUNICACOES","DB-IP"
271335,"GATEWAY ENTERPRISE CORPORATION","PeeringDB"
271336,"JOSE PEREIRA ROMAO SERVICO E TELECOMUNICACAO","PeeringDB"
271337,"LIKENET","PeeringDB"
271338,"TITAM NET TELECOM","DB-IP"
271339,"ZEUSNET TELECOM","PeeringDB"
271340,"PLAY FIBRA SERVICOS DE INTERNET","PeeringDB"
271341,"IDM Telecom","DB-IP"
271342,"NILTON D. DA SILVA ME","DB-IP"
271343,"REAJNet Telecomunicações","PeeringDB"
271344,"GERENCIA TELECOMUNICAÇÕES LTDA - ME","DB-IP"
271345,"ND TELECOM","PeeringDB"
271346,"ROGERIO VICENTE DE SOUZA - EPP","DB-IP"
271347,"JHONATA DA SILVA MATOS ME","DB-IP"
271348,"E. MESQUITA SANTOS EIRELI","DB-IP"
271349,"LYKE NET TELECOM ARAUCARIA LTDA","DB-IP"
271350,"MIKRONET PROVEDOR","PeeringDB"
271351,"CONECT MAIS","DB-IP"
271352,"Starsat Telecom Comercio e Serviços LTDA","DB-IP"
271353,"JJ PowerNet","PeeringDB"
271354,"UNIVERSIDADE FEDERAL DE MINAS GERAIS","DB-IP"
271355,"NEOTECH PROVEDOR DE INTERNET LTDA","DB-IP"
271356,"Telecom Digital","DB-IP"
271357,"fibra digital Telecom","PeeringDB"
271358,"AP INTERNET","PeeringDB"
271359,"SS FIBER TELECOM EIRELI","DB-IP"
271360,"ICATU SEGUROS S/A","DB-IP"
271361,"IJSAT INTERNET LTDA","DB-IP"
271362,"BLUEIT SERVICOS PROFISSIONAIS DE TECNOLOGIA DA INF","DB-IP"
271363,"P.S.H. DO COUTO TELECOMUNICAÇAO-ME","DB-IP"
271364,"EXY SERVICOS DE TELECOMUNICOES LTDA","DB-IP"
271365,"WWC Telecom","PeeringDB"
271366,"SMART TECNOLOGIAS E SOLUÇÕES APLICADAS","PeeringDB"
271367,"RAYAI FIBRA","PeeringDB"
271368,"i9 Telecom LTDA","DB-IP"
271369,"R&E TECNOLOGIA E SERVICOS","PeeringDB"
271370,"LINKMASTER PROVEDOR SERVIÇOS E TELECOMUNICAÇOES-ME","DB-IP"
271371,"Agility Telecom Várzea Alegre","DB-IP"
271373,"UPVC INTERNET CONQUISTA LTDA","DB-IP"
271374,"ASAP TELECOM LTDA","DB-IP"
271375,"ZEEP TELECOM","PeeringDB"
271376,"7LINK TELECOM EIRELI","DB-IP"
271377,"Torres Alves e Brandao Ltda - ME","DB-IP"
271378,"DATACUBONET","PeeringDB"
271379,"MAIQUEL HENRIQUE DA SILVA E CIA LTDA - ME","DB-IP"
271380,"GLOBAL CONECTA TELECOM EIRELI","PeeringDB"
271382,"AGVIP TECNOLOGIA E SOLUCOES","DB-IP"
271383,"L R PROVEDOR DE INTERNET","PeeringDB"
271384,"Bandin & Assis Provedor LTDA","DB-IP"
271385,"FIBRA CHEGOU COMUNICACOES EIRELI","PeeringDB"
271386,"L DA SILVA SANTOS INFORMATICA","PeeringDB"
271387,"Emfibra Telecom","PeeringDB"
271388,"WEB Provedor","PeeringDB"
271389,"PAULO CESAR OLIVEIRA DA SILVA 05852075698","DB-IP"
271390,"PERDOESNET LTDA","DB-IP"
271391,"LINK SPEED PROVEDOR DE INTERNET LTDA - ME","DB-IP"
271392,"Expressnet Telecom","PeeringDB"
271393,"WALTER ROSITO JUNIOR - ME","DB-IP"
271394,"Pedro Ernani Gonçalves Mansinho","DB-IP"
271395,"LINKCOM TELECOM SERVICOS E TELECOMUNICACAO","PeeringDB"
271396,"Unimed Londrina - Cooperativa de Trabalho Medico","DB-IP"
271397,"Anderson Barreto da Cruz","DB-IP"
271398,"FACILITUDE SERVICOS DE COMUNICAO LTDA","DB-IP"
271399,"SGPIEDADENET-PROVEDOR DE INTERNET LTDA - ME","DB-IP"
271400,"CARRILHO E MORAES COMUNICACAO MULTIMIDIA EIRELI","DB-IP"
271401,"ATUAL TELECOM","DB-IP"
271402,"Live Conect Telecomunicações Ltda","DB-IP"
271403,"NP TELECOM","DB-IP"
271404,"SUPER TELECOM LTDA","DB-IP"
271405,"RONIEL DIAS DO PRADO ME","DB-IP"
271406,"I. L. DE SOUSA","DB-IP"
271407,"J.A TELECOM NET LTDA","DB-IP"
271408,"JOSE MARCOS DA SILVA INFORMATICA","PeeringDB"
271409,"DMESON CARLOS BARBOZA GONÇALVES DO NASCIMENTO","PeeringDB"
271410,"Smart Serviços de Internet","PeeringDB"
271411,"FIBRA 1000 TELECOM LTDA - ME","DB-IP"
271412,"FR Sousa Telecomunicações","PeeringDB"
271413,"E O L CASTRO TELECOMUNICACOES EIRELI","DB-IP"
271414,"RTI NETWORK","PeeringDB"
271415,"S3 Net Soluções Inteligentes","PeeringDB"
271416,"Cuiabá Telecom","DB-IP"
271417,"WANEZIA DE CASSIA DA SILVA ALVES","PeeringDB"
271418,"freynet telecom","DB-IP"
271419,"S.F. GOMES TELECOMUNICACOES","PeeringDB"
271420,"SEPI ENGENHARIA DE TELECOMUNICACOES LTDA","DB-IP"
271421,"LCD Serviços de Telecomunicações Multimidia","DB-IP"
271422,"LIDER FIBRA NETWORKS SERVICOS EIRELI","DB-IP"
271423,"Fabio Barbosa de Oliveira ME","DB-IP"
271424,"JOY TELECOMUNICACOES LTDA","DB-IP"
271425,"Terracel Provedor de Internet","PeeringDB"
271426,"IMS TELECOMUNICACOES LTDA","DB-IP"
271427,"Ulltranet Telecom","DB-IP"
271428,"EMISSON SOUSA SILVA","DB-IP"
271429,"LC SERVICOS TELECOMUNICACOES E INFORMATICA EIRELI","DB-IP"
271430,"SINAL NET FIBRA","DB-IP"
271432,"CLICK TELECOM SERV TELE E TELEFONIA LTDA","DB-IP"
271433,"MAIA E DUTRA LTDA","DB-IP"
271434,"MVi TELECOM","PeeringDB"
271435,"GK2 CLOUD EIRELI","DB-IP"
271436,"IMPACTO NET TELECOM","DB-IP"
271437,"JMV Technology","PeeringDB"
271438,"GOVFACILBRASIL TECNOLOGIA E GESTAO","DB-IP"
271439,"PLANET TEL TELECOMUNICACOES - EIRELI","DB-IP"
271440,"BIRONET TELECOM","DB-IP"
271441,"JA Telecom","PeeringDB"
271442,"AtivaLink Internet e Solucoes","PeeringDB"
271443,"Blink Telecom","DB-IP"
271444,"PREFEITURA DE VARGINHA","DB-IP"
271445,"PORTO NET TELECOMUNICAÇÕES","PeeringDB"
271447,"SOFTLINK INTERNET","PeeringDB"
271448,"Super Giga Net","PeeringDB"
271449,"The Bit Carrier Comunicações","PeeringDB"
271450,"Connect Ja Servicos De Com","PeeringDB"
271451,"WinLink Telecom","DB-IP"
271452,"Sigma Telecom Provedores de Internet Ltda","DB-IP"
271453,"VITORIA NETWORKS","DB-IP"
271454,"Gustavison Ribeiro Gomes ME","DB-IP"
271455,"G4 Conectividade SVA Eireli","DB-IP"
271456,"NET2YOU NETWORK","PeeringDB"
271457,"VOLTSNET PROVEDOR COMERCIO E SERVICO LTDA ME ME","DB-IP"
271458,"KAIBA ISP TELECOMUNICACOES EIRELI","DB-IP"
271459,"PROVEDOR POWERNET","PeeringDB"
271460,"VIA WIRELESS INTERNET LTDA","DB-IP"
271462,"IGOR D DA SILVA","PeeringDB"
271463,"TELLYNK TECNOLOGIA E SERVICOS","PeeringDB"
271464,"DistakNET Telecom","DB-IP"
271465,"HENOCH ADONAI TAVARES","DB-IP"
271466,"UC Telecom","PeeringDB"
271467,"RIO GRANDE DO SUL DEFENSORIA PUBLICA DO EST. DO RS","DB-IP"
271468,"MEGAONDA TELECOM LTDA","PeeringDB"
271469,"SPEEDNET TELECOM","DB-IP"
271470,"NOCTEL TELECOM E REDES LTDA","DB-IP"
271471,"BIT CENTER INFORMATICA EIRELI","DB-IP"
271472,"SPEEDNET TELECOM SERVIÇOS LTDA - ME","DB-IP"
271473,"NewFibra Telecomunicacoes - ME","DB-IP"
